Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
insulated-water-bottle,Insulated Water Bottle,"<p>Double-wall vacuum insulated bottle. Cold 24 hours, hot 12 hours. BPA-free.</p>",FlexiChef,,Beverages,"kitchen, home, beverages, water-bottle, insulated, eco, new-arrivals",true,Color,Matte Black,Size,500ml,,,INSULATE-001,200,shopify,deny,manual,24.99,,true,true,https://images.unsplash.com/photo-1610701596007-11502861dcfa?w=800&h=800&fit=crop,1,Insulated Water Bottle,false,Insulated Water Bottle,"Double-wall vacuum insulated bottle. Cold 24 hours, hot 12 hours. BPA-free.",active
insulated-water-bottle,,,,,,,true,Color,Matte Black,Size,750ml,,,INSULATE-002,200,shopify,deny,manual,24.99,,true,true,,,,false,,,active
insulated-water-bottle,,,,,,,true,Color,Matte Black,Size,1L,,,INSULATE-003,200,shopify,deny,manual,24.99,,true,true,,,,false,,,active
insulated-water-bottle,,,,,,,true,Color,White,Size,500ml,,,INSULATE-004,200,shopify,deny,manual,24.99,,true,true,,,,false,,,active
insulated-water-bottle,,,,,,,true,Color,White,Size,750ml,,,INSULATE-005,200,shopify,deny,manual,24.99,,true,true,,,,false,,,active
insulated-water-bottle,,,,,,,true,Color,White,Size,1L,,,INSULATE-006,200,shopify,deny,manual,24.99,,true,true,,,,false,,,active
insulated-water-bottle,,,,,,,true,Color,Rose Gold,Size,500ml,,,INSULATE-007,200,shopify,deny,manual,24.99,,true,true,,,,false,,,active
insulated-water-bottle,,,,,,,true,Color,Rose Gold,Size,750ml,,,INSULATE-008,200,shopify,deny,manual,24.99,,true,true,,,,false,,,active
insulated-water-bottle,,,,,,,true,Color,Rose Gold,Size,1L,,,INSULATE-009,200,shopify,deny,manual,24.99,,true,true,,,,false,,,active
spice-rack-organizer,Spice Rack Organizer,<p>Rotating bamboo spice rack with 16 labeled glass jars. Keeps counter tidy.</p>,FlexiChef,,Storage,"kitchen, home, storage, spice-rack, organizer, sale",true,Type,16 Jar,,,,,SPICERA-001,200,shopify,deny,manual,32.99,40.00,true,true,https://images.unsplash.com/photo-1610701596007-11502861dcfa?w=800&h=800&fit=crop,1,Spice Rack Organizer,false,Spice Rack Organizer,Rotating bamboo spice rack with 16 labeled glass jars. Keeps counter tidy.,active
spice-rack-organizer,,,,,,,true,Type,24 Jar,,,,,SPICERA-002,200,shopify,deny,manual,32.99,40.00,true,true,,,,false,,,active
knife-block-set-14pc,Knife Block Set 14pc,"<p>14-piece knife set with acacia wood block. Full tang, forged stainless steel.</p>",FlexiChef,,Knives,"kitchen, home, knives, knife-set, block, stainless-steel, sale",true,Block,Acacia,,,,,KNIFEBL-001,200,shopify,deny,manual,89.99,110.00,true,true,https://images.unsplash.com/photo-1556910103-1c02745aae4d?w=800&h=800&fit=crop,1,Knife Block Set 14pc,false,Knife Block Set 14pc,"14-piece knife set with acacia wood block. Full tang, forged stainless steel.",active
knife-block-set-14pc,,,,,,,true,Block,Walnut,,,,,KNIFEBL-002,200,shopify,deny,manual,89.99,110.00,true,true,,,,false,,,active
pasta-maker-manual,Pasta Maker Manual,<p>Classic hand-crank pasta machine with adjustable thickness. Fresh pasta in minutes.</p>,FlexiChef,,Gadgets,"kitchen, home, gadgets, pasta-maker, manual, new-arrivals",true,Type,Chrome,,,,,PASTAMA-001,200,shopify,deny,manual,42.99,,true,true,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=800&h=800&fit=crop,1,Pasta Maker Manual,false,Pasta Maker Manual,Classic hand-crank pasta machine with adjustable thickness. Fresh pasta in minutes.,active
dutch-oven-enameled-6qt,Dutch Oven Enameled 6qt,"<p>Enameled cast iron Dutch oven. Braising, soups, stews, and bread baking.</p>",FlexiChef,,Cookware,"kitchen, home, cookware, dutch-oven, enameled, sale, best-sellers",true,Color,Red,Size,4qt,,,DUTCHOV-001,200,shopify,deny,manual,59.99,75.00,true,true,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=800&h=800&fit=crop,1,Dutch Oven Enameled 6qt,false,Dutch Oven Enameled 6qt,"Enameled cast iron Dutch oven. Braising, soups, stews, and bread baking.",active
dutch-oven-enameled-6qt,,,,,,,true,Color,Red,Size,6qt,,,DUTCHOV-002,200,shopify,deny,manual,59.99,75.00,true,true,,,,false,,,active
dutch-oven-enameled-6qt,,,,,,,true,Color,Navy,Size,4qt,,,DUTCHOV-003,200,shopify,deny,manual,59.99,75.00,true,true,,,,false,,,active
dutch-oven-enameled-6qt,,,,,,,true,Color,Navy,Size,6qt,,,DUTCHOV-004,200,shopify,deny,manual,59.99,75.00,true,true,,,,false,,,active
dutch-oven-enameled-6qt,,,,,,,true,Color,White,Size,4qt,,,DUTCHOV-005,200,shopify,deny,manual,59.99,75.00,true,true,,,,false,,,active
dutch-oven-enameled-6qt,,,,,,,true,Color,White,Size,6qt,,,DUTCHOV-006,200,shopify,deny,manual,59.99,75.00,true,true,,,,false,,,active
dutch-oven-enameled-6qt,,,,,,,true,Color,Black,Size,4qt,,,DUTCHOV-007,200,shopify,deny,manual,59.99,75.00,true,true,,,,false,,,active
dutch-oven-enameled-6qt,,,,,,,true,Color,Black,Size,6qt,,,DUTCHOV-008,200,shopify,deny,manual,59.99,75.00,true,true,,,,false,,,active
tea-infuser-set,Tea Infuser Set,<p>Set of 4 stainless steel tea infusers in fun shapes. Loose-leaf tea made easy.</p>,FlexiChef,,Beverages,"kitchen, home, beverages, tea, infuser, gift",true,Set,Classic,,,,,TEAINFU-001,200,shopify,deny,manual,16.99,,true,true,https://images.unsplash.com/photo-1590794056226-79ef3a8147e1?w=800&h=800&fit=crop,1,Tea Infuser Set,false,Tea Infuser Set,Set of 4 stainless steel tea infusers in fun shapes. Loose-leaf tea made easy.,active
tea-infuser-set,,,,,,,true,Set,Fun Shapes,,,,,TEAINFU-002,200,shopify,deny,manual,16.99,,true,true,,,,false,,,active
linen-table-napkins-set,Linen Table Napkins Set,"<p>Set of 6 pure linen napkins. Machine washable, gets softer with every wash.</p>",FlexiChef,,Dining,"kitchen, home, dining, napkins, linen, eco, sale",true,Color,Natural,,,,,LINENTA-001,200,shopify,deny,manual,21.99,26.00,true,true,https://images.unsplash.com/photo-1590794056226-79ef3a8147e1?w=800&h=800&fit=crop,1,Linen Table Napkins Set,false,Linen Table Napkins Set,"Set of 6 pure linen napkins. Machine washable, gets softer with every wash.",active
linen-table-napkins-set,,,,,,,true,Color,White,,,,,LINENTA-002,200,shopify,deny,manual,21.99,26.00,true,true,,,,false,,,active
linen-table-napkins-set,,,,,,,true,Color,Sage,,,,,LINENTA-003,200,shopify,deny,manual,21.99,26.00,true,true,,,,false,,,active
linen-table-napkins-set,,,,,,,true,Color,Dusty Rose,,,,,LINENTA-004,200,shopify,deny,manual,21.99,26.00,true,true,,,,false,,,active
mandoline-slicer-pro,Mandoline Slicer Pro,<p>Adjustable mandoline slicer with 5 blade inserts and safety hand guard.</p>,FlexiChef,,Gadgets,"kitchen, home, gadgets, slicer, mandoline, prep, sale",true,Color,White,,,,,MANDOLIN-001,200,shopify,deny,manual,28.99,35.00,true,true,https://images.unsplash.com/photo-1583394838336-acd977736f90?w=800&h=800&fit=crop,1,Mandoline Slicer Pro,false,Mandoline Slicer Pro,Adjustable mandoline slicer with 5 blade inserts and safety hand guard.,active
mandoline-slicer-pro,,,,,,,true,Color,Black,,,,,MANDOLIN-002,200,shopify,deny,manual,28.99,35.00,true,true,,,,false,,,active
ceramic-dinnerware-set-16pc,Ceramic Dinnerware Set 16pc,"<p>Handcrafted ceramic dinnerware for 4. Plates, bowls, and mugs in reactive glaze.</p>",FlexiChef,,Dining,"kitchen, home, dining, dinnerware, ceramic, best-sellers, sale",true,Color,Speckled White,,,,,CERAMIC-001,200,shopify,deny,manual,69.99,85.00,true,true,https://images.unsplash.com/photo-1590794056226-79ef3a8147e1?w=800&h=800&fit=crop,1,Ceramic Dinnerware Set 16pc,false,Ceramic Dinnerware Set 16pc,"Handcrafted ceramic dinnerware for 4. Plates, bowls, and mugs in reactive glaze.",active
ceramic-dinnerware-set-16pc,,,,,,,true,Color,Ocean Blue,,,,,CERAMIC-002,200,shopify,deny,manual,69.99,85.00,true,true,,,,false,,,active
ceramic-dinnerware-set-16pc,,,,,,,true,Color,Forest Green,,,,,CERAMIC-003,200,shopify,deny,manual,69.99,85.00,true,true,,,,false,,,active
