Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
volumizing-mascara,,,,,,,true,Color,Brown,,,,,VOLUMIZI-002,200,shopify,deny,manual,19.99,,true,true,,,,false,,,active
repairing-hair-oil,Repairing Hair Oil,"<p>Nourishing argan and jojoba hair oil. Tames frizz, repairs damage, adds shine.</p>",FlexiGlow,,Hair Care,"beauty, skincare, hair-care, oil, repair, sale",true,Size,50ml,,,,,REPAIRIN-001,200,shopify,deny,manual,26.99,32.00,true,true,https://images.unsplash.com/photo-1535585209827-a15fcdbc4c2d?w=800&h=800&fit=crop,1,Repairing Hair Oil,false,Repairing Hair Oil,"Nourishing argan and jojoba hair oil. Tames frizz, repairs damage, adds shine.",active
repairing-hair-oil,,,,,,,true,Size,100ml,,,,,REPAIRIN-002,200,shopify,deny,manual,26.99,32.00,true,true,,,,false,,,active
exfoliating-face-scrub,Exfoliating Face Scrub,"<p>Gentle exfoliating scrub with walnut shell and aloe vera. Smoother, brighter skin.</p>",FlexiGlow,,Skincare,"beauty, skincare, skincare, exfoliant, scrub",true,Size,75ml,,,,,EXFOLIAT-001,200,shopify,deny,manual,24.99,,true,true,https://images.unsplash.com/photo-1570172619644-dfd03ed5d881?w=800&h=800&fit=crop,1,Exfoliating Face Scrub,false,Exfoliating Face Scrub,"Gentle exfoliating scrub with walnut shell and aloe vera. Smoother, brighter skin.",active
exfoliating-face-scrub,,,,,,,true,Size,150ml,,,,,EXFOLIAT-002,200,shopify,deny,manual,24.99,,true,true,,,,false,,,active
illuminating-foundation,Illuminating Foundation,<p>Buildable coverage foundation with natural illuminating finish. 12 inclusive shades.</p>,FlexiGlow,,Makeup,"beauty, skincare, makeup, foundation, glow, sale",true,Shade,Fair,,,,,ILLUMINA-001,200,shopify,deny,manual,32.99,40.00,true,true,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=800&h=800&fit=crop,1,Illuminating Foundation,false,Illuminating Foundation,Buildable coverage foundation with natural illuminating finish. 12 inclusive shades.,active
illuminating-foundation,,,,,,,true,Shade,Light,,,,,ILLUMINA-002,200,shopify,deny,manual,32.99,40.00,true,true,,,,false,,,active
illuminating-foundation,,,,,,,true,Shade,Medium,,,,,ILLUMINA-003,200,shopify,deny,manual,32.99,40.00,true,true,,,,false,,,active
illuminating-foundation,,,,,,,true,Shade,Tan,,,,,ILLUMINA-004,200,shopify,deny,manual,32.99,40.00,true,true,,,,false,,,active
illuminating-foundation,,,,,,,true,Shade,Deep,,,,,ILLUMINA-005,200,shopify,deny,manual,32.99,40.00,true,true,,,,false,,,active
illuminating-foundation,,,,,,,true,Shade,Rich,,,,,ILLUMINA-006,200,shopify,deny,manual,32.99,40.00,true,true,,,,false,,,active
hydrating-sheet-mask-pack,Hydrating Sheet Mask Pack,<p>Pack of 5 ultra-hydrating sheet masks with ceramides and green tea extract.</p>,FlexiGlow,,Skincare,"beauty, skincare, skincare, mask, hydrating, new-arrivals",true,Type,Hydrating,,,,,HYDRATIN-001,200,shopify,deny,manual,18.99,,true,true,https://images.unsplash.com/photo-1596755389378-c31d21fd1273?w=800&h=800&fit=crop,1,Hydrating Sheet Mask Pack,false,Hydrating Sheet Mask Pack,Pack of 5 ultra-hydrating sheet masks with ceramides and green tea extract.,active
hydrating-sheet-mask-pack,,,,,,,true,Type,Brightening,,,,,HYDRATIN-002,200,shopify,deny,manual,18.99,,true,true,,,,false,,,active
hydrating-sheet-mask-pack,,,,,,,true,Type,Soothing,,,,,HYDRATIN-003,200,shopify,deny,manual,18.99,,true,true,,,,false,,,active
curl-defining-cream,Curl Defining Cream,<p>Lightweight curl cream that enhances natural curls without crunch or stiffness.</p>,FlexiGlow,,Hair Care,"beauty, skincare, hair-care, curls, styling, sale",true,Size,150ml,,,,,CURLDEF-001,200,shopify,deny,manual,21.99,27.00,true,true,https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?w=800&h=800&fit=crop,1,Curl Defining Cream,false,Curl Defining Cream,Lightweight curl cream that enhances natural curls without crunch or stiffness.,active
curl-defining-cream,,,,,,,true,Size,300ml,,,,,CURLDEF-002,200,shopify,deny,manual,21.99,27.00,true,true,,,,false,,,active
retinol-night-cream,Retinol Night Cream,<p>Encapsulated retinol night cream for fine lines and wrinkles. Gentle yet effective.</p>,FlexiGlow,,Skincare,"beauty, skincare, skincare, retinol, anti-aging, night-cream, new-arrivals, sale",true,Strength,0.25% (Beginner),,,,,RETINOL-001,200,shopify,deny,manual,44.99,55.00,true,true,https://images.unsplash.com/photo-1570172619644-dfd03ed5d881?w=800&h=800&fit=crop,1,Retinol Night Cream,false,Retinol Night Cream,Encapsulated retinol night cream for fine lines and wrinkles. Gentle yet effective.,active
retinol-night-cream,,,,,,,true,Strength,0.5% (Regular),,,,,RETINOL-002,200,shopify,deny,manual,44.99,55.00,true,true,,,,false,,,active
retinol-night-cream,,,,,,,true,Strength,1.0% (Advanced),,,,,RETINOL-003,200,shopify,deny,manual,44.99,55.00,true,true,,,,false,,,active
eyebrow-pencil-micro,Eyebrow Pencil Micro,<p>Ultra-fine micro tip eyebrow pencil for natural hair-like strokes. Built-in spoolie.</p>,FlexiGlow,,Makeup,"beauty, skincare, makeup, eyebrows, pencil, best-sellers",true,Shade,Blonde,,,,,EYEBROW-001,200,shopify,deny,manual,14.99,,true,true,https://images.unsplash.com/photo-1586495777744-4413f21062fa?w=800&h=800&fit=crop,1,Eyebrow Pencil Micro,false,Eyebrow Pencil Micro,Ultra-fine micro tip eyebrow pencil for natural hair-like strokes. Built-in spoolie.,active
eyebrow-pencil-micro,,,,,,,true,Shade,Brunette,,,,,EYEBROW-002,200,shopify,deny,manual,14.99,,true,true,,,,false,,,active
eyebrow-pencil-micro,,,,,,,true,Shade,Dark Brown,,,,,EYEBROW-003,200,shopify,deny,manual,14.99,,true,true,,,,false,,,active
eyebrow-pencil-micro,,,,,,,true,Shade,Black,,,,,EYEBROW-004,200,shopify,deny,manual,14.99,,true,true,,,,false,,,active
micellar-cleansing-water,Micellar Cleansing Water,<p>No-rinse micellar water that removes makeup and impurities in one step. All skin types.</p>,FlexiGlow,,Skincare,"beauty, skincare, skincare, cleanser, micellar, gentle",true,Size,200ml,,,,,MICELLAR-001,200,shopify,deny,manual,16.99,,true,true,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?w=800&h=800&fit=crop,1,Micellar Cleansing Water,false,Micellar Cleansing Water,No-rinse micellar water that removes makeup and impurities in one step. All skin types.,active
micellar-cleansing-water,,,,,,,true,Size,400ml,,,,,MICELLAR-002,200,shopify,deny,manual,16.99,,true,true,,,,false,,,active
setting-spray-matte-finish,Setting Spray Matte Finish,<p>Lock in your look for 16 hours. Oil-control matte finish setting spray.</p>,FlexiGlow,,Makeup,"beauty, skincare, makeup, setting-spray, matte, sale",true,Size,60ml,,,,,SETTING-001,200,shopify,deny,manual,17.99,22.00,true,true,https://images.unsplash.com/photo-1631214500115-598fc2cb8ada?w=800&h=800&fit=crop,1,Setting Spray Matte Finish,false,Setting Spray Matte Finish,Lock in your look for 16 hours. Oil-control matte finish setting spray.,active
setting-spray-matte-finish,,,,,,,true,Size,120ml,,,,,SETTING-002,200,shopify,deny,manual,17.99,22.00,true,true,,,,false,,,active
sulfate-free-shampoo,Sulfate-Free Shampoo,<p>Gentle sulfate-free shampoo for color-treated hair. Preserves vibrancy and moisture.</p>,FlexiGlow,,Hair Care,"beauty, skincare, hair-care, shampoo, sulfate-free, color-safe",true,Size,250ml,,,,,SULFATE-001,200,shopify,deny,manual,18.99,,true,true,https://images.unsplash.com/photo-1535585209827-a15fcdbc4c2d?w=800&h=800&fit=crop,1,Sulfate-Free Shampoo,false,Sulfate-Free Shampoo,Gentle sulfate-free shampoo for color-treated hair. Preserves vibrancy and moisture.,active
sulfate-free-shampoo,,,,,,,true,Size,500ml,,,,,SULFATE-002,200,shopify,deny,manual,18.99,,true,true,,,,false,,,active
lip-gloss-plumping,Lip Gloss Plumping,<p>High-shine plumping lip gloss with peptides. Fuller-looking lips in minutes.</p>,FlexiGlow,,Makeup,"beauty, skincare, makeup, lip-gloss, plumping, new-arrivals",true,Shade,Clear,,,,,LIPGLOS-001,200,shopify,deny,manual,15.99,,true,true,https://images.unsplash.com/photo-1586495777744-4413f21062fa?w=800&h=800&fit=crop,1,Lip Gloss Plumping,false,Lip Gloss Plumping,High-shine plumping lip gloss with peptides. Fuller-looking lips in minutes.,active
lip-gloss-plumping,,,,,,,true,Shade,Pink Nude,,,,,LIPGLOS-002,200,shopify,deny,manual,15.99,,true,true,,,,false,,,active
lip-gloss-plumping,,,,,,,true,Shade,Berry,,,,,LIPGLOS-003,200,shopify,deny,manual,15.99,,true,true,,,,false,,,active
lip-gloss-plumping,,,,,,,true,Shade,Mauve,,,,,LIPGLOS-004,200,shopify,deny,manual,15.99,,true,true,,,,false,,,active
clay-detox-face-mask,Clay Detox Face Mask,<p>Kaolin clay mask with charcoal and tea tree. Deep cleans pores in 10 minutes.</p>,FlexiGlow,,Skincare,"beauty, skincare, skincare, mask, clay, detox, sale",true,Size,60ml,,,,,CLAYDET-001,200,shopify,deny,manual,19.99,24.00,true,true,https://images.unsplash.com/photo-1570172619644-dfd03ed5d881?w=800&h=800&fit=crop,1,Clay Detox Face Mask,false,Clay Detox Face Mask,Kaolin clay mask with charcoal and tea tree. Deep cleans pores in 10 minutes.,active
clay-detox-face-mask,,,,,,,true,Size,120ml,,,,,CLAYDET-002,200,shopify,deny,manual,19.99,24.00,true,true,,,,false,,,active
makeup-brush-set-12pc,Makeup Brush Set 12pc,<p>Professional 12-piece brush set with vegan bristles and faux leather case.</p>,FlexiGlow,,Tools,"beauty, skincare, tools, brushes, makeup-brushes, best-sellers, sale",true,Color,Rose Gold,,,,,MAKEUPB-001,200,shopify,deny,manual,29.99,38.00,true,true,https://images.unsplash.com/photo-1512496015851-a90fb38ba796?w=800&h=800&fit=crop,1,Makeup Brush Set 12pc,false,Makeup Brush Set 12pc,Professional 12-piece brush set with vegan bristles and faux leather case.,active
makeup-brush-set-12pc,,,,,,,true,Color,Black,,,,,MAKEUPB-002,200,shopify,deny,manual,29.99,38.00,true,true,,,,false,,,active
makeup-brush-set-12pc,,,,,,,true,Color,White,,,,,MAKEUPB-003,200,shopify,deny,manual,29.99,38.00,true,true,,,,false,,,active
deep-conditioning-hair-mask,Deep Conditioning Hair Mask,<p>Intensive deep conditioning mask with keratin and coconut oil. 5 minutes to silky hair.</p>,FlexiGlow,,Hair Care,"beauty, skincare, hair-care, mask, conditioning, repair",true,Size,150ml,,,,,DEEPCON-001,200,shopify,deny,manual,23.99,,true,true,https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?w=800&h=800&fit=crop,1,Deep Conditioning Hair Mask,false,Deep Conditioning Hair Mask,Intensive deep conditioning mask with keratin and coconut oil. 5 minutes to silky hair.,active
deep-conditioning-hair-mask,,,,,,,true,Size,300ml,,,,,DEEPCON-002,200,shopify,deny,manual,23.99,,true,true,,,,false,,,active
skincare-gift-set,Skincare Gift Set,"<p>Complete skincare routine in a gift box: cleanser, serum, moisturizer, and eye cream.</p>",FlexiGlow,,Gift Sets,"beauty, skincare, gift-sets, skincare, gift, new-arrivals, sale",true,Type,Normal Skin,,,,,SKINCARE-001,200,shopify,deny,manual,59.99,75.00,true,true,https://images.unsplash.com/photo-1596462502278-27bfdc403348?w=800&h=800&fit=crop,1,Skincare Gift Set,false,Skincare Gift Set,"Complete skincare routine in a gift box: cleanser, serum, moisturizer, and eye cream.",active
skincare-gift-set,,,,,,,true,Type,Dry Skin,,,,,SKINCARE-002,200,shopify,deny,manual,59.99,75.00,true,true,,,,false,,,active
skincare-gift-set,,,,,,,true,Type,Oily Skin,,,,,SKINCARE-003,200,shopify,deny,manual,59.99,75.00,true,true,,,,false,,,active
