Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
cubic-zirconia-stud-earrings,,,,,,,true,Size,4mm,Metal,Gold,,,CUBICZI-002,200,shopify,deny,manual,24.99,32.00,true,true,,,,false,,,active
cubic-zirconia-stud-earrings,,,,,,,true,Size,6mm,Metal,Silver,,,CUBICZI-003,200,shopify,deny,manual,24.99,32.00,true,true,,,,false,,,active
cubic-zirconia-stud-earrings,,,,,,,true,Size,6mm,Metal,Gold,,,CUBICZI-004,200,shopify,deny,manual,24.99,32.00,true,true,,,,false,,,active
cubic-zirconia-stud-earrings,,,,,,,true,Size,8mm,Metal,Silver,,,CUBICZI-005,200,shopify,deny,manual,24.99,32.00,true,true,,,,false,,,active
cubic-zirconia-stud-earrings,,,,,,,true,Size,8mm,Metal,Gold,,,CUBICZI-006,200,shopify,deny,manual,24.99,32.00,true,true,,,,false,,,active
birthstone-pendant-necklace,Birthstone Pendant Necklace,<p>Personalized birthstone pendant on a delicate chain. Perfect meaningful gift.</p>,FlexiLux,,Necklaces,"jewelry, accessories, necklaces, birthstone, pendant, gift, sale",true,Month,Jan,,,,,BIRTHSTO-001,200,shopify,deny,manual,46.99,58.00,true,true,https://images.unsplash.com/photo-1515562141589-67f0d569b5a4?w=800&h=800&fit=crop,1,Birthstone Pendant Necklace,false,Birthstone Pendant Necklace,Personalized birthstone pendant on a delicate chain. Perfect meaningful gift.,active
birthstone-pendant-necklace,,,,,,,true,Month,Feb,,,,,BIRTHSTO-002,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
birthstone-pendant-necklace,,,,,,,true,Month,Mar,,,,,BIRTHSTO-003,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
birthstone-pendant-necklace,,,,,,,true,Month,Apr,,,,,BIRTHSTO-004,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
birthstone-pendant-necklace,,,,,,,true,Month,May,,,,,BIRTHSTO-005,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
birthstone-pendant-necklace,,,,,,,true,Month,Jun,,,,,BIRTHSTO-006,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
birthstone-pendant-necklace,,,,,,,true,Month,Jul,,,,,BIRTHSTO-007,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
birthstone-pendant-necklace,,,,,,,true,Month,Aug,,,,,BIRTHSTO-008,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
birthstone-pendant-necklace,,,,,,,true,Month,Sep,,,,,BIRTHSTO-009,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
birthstone-pendant-necklace,,,,,,,true,Month,Oct,,,,,BIRTHSTO-010,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
birthstone-pendant-necklace,,,,,,,true,Month,Nov,,,,,BIRTHSTO-011,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
birthstone-pendant-necklace,,,,,,,true,Month,Dec,,,,,BIRTHSTO-012,200,shopify,deny,manual,46.99,58.00,true,true,,,,false,,,active
minimalist-signet-ring,Minimalist Signet Ring,<p>Clean-lined signet ring in polished stainless steel. Modern timeless classic.</p>,FlexiLux,,Rings,"jewelry, accessories, rings, signet, minimalist, men",true,Size,6,Metal,Gold,,,MINIMALI-001,200,shopify,deny,manual,36.99,,true,true,https://images.unsplash.com/photo-1602751584552-8ba73aad10e1?w=800&h=800&fit=crop,1,Minimalist Signet Ring,false,Minimalist Signet Ring,Clean-lined signet ring in polished stainless steel. Modern timeless classic.,active
minimalist-signet-ring,,,,,,,true,Size,6,Metal,Silver,,,MINIMALI-002,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,6,Metal,Rose Gold,,,MINIMALI-003,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,7,Metal,Gold,,,MINIMALI-004,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,7,Metal,Silver,,,MINIMALI-005,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,7,Metal,Rose Gold,,,MINIMALI-006,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,8,Metal,Gold,,,MINIMALI-007,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,8,Metal,Silver,,,MINIMALI-008,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,8,Metal,Rose Gold,,,MINIMALI-009,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,9,Metal,Gold,,,MINIMALI-010,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,9,Metal,Silver,,,MINIMALI-011,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,9,Metal,Rose Gold,,,MINIMALI-012,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,10,Metal,Gold,,,MINIMALI-013,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,10,Metal,Silver,,,MINIMALI-014,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
minimalist-signet-ring,,,,,,,true,Size,10,Metal,Rose Gold,,,MINIMALI-015,200,shopify,deny,manual,36.99,,true,true,,,,false,,,active
hoop-earrings-gold,Hoop Earrings Gold,<p>Classic gold-plated hoop earrings with click-top closure. Lightweight and comfortable.</p>,FlexiLux,,Earrings,"jewelry, accessories, earrings, hoops, gold, sale",true,Size,Small 20mm,,,,,HOOPEAR-001,200,shopify,deny,manual,28.99,35.00,true,true,https://images.unsplash.com/photo-1630019852942-f89202989a59?w=800&h=800&fit=crop,1,Hoop Earrings Gold,false,Hoop Earrings Gold,Classic gold-plated hoop earrings with click-top closure. Lightweight and comfortable.,active
hoop-earrings-gold,,,,,,,true,Size,Medium 30mm,,,,,HOOPEAR-002,200,shopify,deny,manual,28.99,35.00,true,true,,,,false,,,active
hoop-earrings-gold,,,,,,,true,Size,Large 40mm,,,,,HOOPEAR-003,200,shopify,deny,manual,28.99,35.00,true,true,,,,false,,,active
charm-necklace-collection,Charm Necklace Collection,<p>Interchangeable charm necklace with 3 charms of your choice. Build your story.</p>,FlexiLux,,Necklaces,"jewelry, accessories, necklaces, charm, collection, sale",true,Chain,Gold,,,,,CHARMNE-001,200,shopify,deny,manual,52.99,68.00,true,true,https://images.unsplash.com/photo-1535632066927-ab7c9ab60908?w=800&h=800&fit=crop,1,Charm Necklace Collection,false,Charm Necklace Collection,Interchangeable charm necklace with 3 charms of your choice. Build your story.,active
charm-necklace-collection,,,,,,,true,Chain,Silver,,,,,CHARMNE-002,200,shopify,deny,manual,52.99,68.00,true,true,,,,false,,,active
twisted-band-ring,Twisted Band Ring,<p>Elegant twisted band ring handcrafted in sterling silver. Beautiful alone or stacked.</p>,FlexiLux,,Rings,"jewelry, accessories, rings, band, twisted, sterling-silver",true,Size,5,Metal,Silver,,,TWISTED-001,200,shopify,deny,manual,32.99,,true,true,https://images.unsplash.com/photo-1573408301185-9146fe634ad0?w=800&h=800&fit=crop,1,Twisted Band Ring,false,Twisted Band Ring,Elegant twisted band ring handcrafted in sterling silver. Beautiful alone or stacked.,active
twisted-band-ring,,,,,,,true,Size,5,Metal,Gold-Plated,,,TWISTED-002,200,shopify,deny,manual,32.99,,true,true,,,,false,,,active
twisted-band-ring,,,,,,,true,Size,6,Metal,Silver,,,TWISTED-003,200,shopify,deny,manual,32.99,,true,true,,,,false,,,active
twisted-band-ring,,,,,,,true,Size,6,Metal,Gold-Plated,,,TWISTED-004,200,shopify,deny,manual,32.99,,true,true,,,,false,,,active
twisted-band-ring,,,,,,,true,Size,7,Metal,Silver,,,TWISTED-005,200,shopify,deny,manual,32.99,,true,true,,,,false,,,active
twisted-band-ring,,,,,,,true,Size,7,Metal,Gold-Plated,,,TWISTED-006,200,shopify,deny,manual,32.99,,true,true,,,,false,,,active
twisted-band-ring,,,,,,,true,Size,8,Metal,Silver,,,TWISTED-007,200,shopify,deny,manual,32.99,,true,true,,,,false,,,active
twisted-band-ring,,,,,,,true,Size,8,Metal,Gold-Plated,,,TWISTED-008,200,shopify,deny,manual,32.99,,true,true,,,,false,,,active
twisted-band-ring,,,,,,,true,Size,9,Metal,Silver,,,TWISTED-009,200,shopify,deny,manual,32.99,,true,true,,,,false,,,active
twisted-band-ring,,,,,,,true,Size,9,Metal,Gold-Plated,,,TWISTED-010,200,shopify,deny,manual,32.99,,true,true,,,,false,,,active
tennis-bracelet-crystal,Tennis Bracelet Crystal,<p>Classic tennis bracelet with round-cut crystals in claw setting. Red carpet glamour.</p>,FlexiLux,,Bracelets,"jewelry, accessories, bracelets, tennis, crystal, elegant, new-arrivals, sale",true,Metal,Silver,,,,,TENNISB-001,200,shopify,deny,manual,54.99,68.00,true,true,https://images.unsplash.com/photo-1611591437281-460bfbe1220a?w=800&h=800&fit=crop,1,Tennis Bracelet Crystal,false,Tennis Bracelet Crystal,Classic tennis bracelet with round-cut crystals in claw setting. Red carpet glamour.,active
tennis-bracelet-crystal,,,,,,,true,Metal,Gold,,,,,TENNISB-002,200,shopify,deny,manual,54.99,68.00,true,true,,,,false,,,active
tennis-bracelet-crystal,,,,,,,true,Metal,Rose Gold,,,,,TENNISB-003,200,shopify,deny,manual,54.99,68.00,true,true,,,,false,,,active
anklet-dainty-chain,Anklet Dainty Chain,<p>Delicate chain anklet with tiny charm detail. Perfect for summer and beach days.</p>,FlexiLux,,Anklets,"jewelry, accessories, anklets, dainty, chain, summer, new-arrivals",true,Metal,Gold,Length,9 inch,,,ANKLETD-001,200,shopify,deny,manual,19.99,,true,true,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&h=800&fit=crop,1,Anklet Dainty Chain,false,Anklet Dainty Chain,Delicate chain anklet with tiny charm detail. Perfect for summer and beach days.,active
anklet-dainty-chain,,,,,,,true,Metal,Gold,Length,10 inch,,,ANKLETD-002,200,shopify,deny,manual,19.99,,true,true,,,,false,,,active
anklet-dainty-chain,,,,,,,true,Metal,Silver,Length,9 inch,,,ANKLETD-003,200,shopify,deny,manual,19.99,,true,true,,,,false,,,active
anklet-dainty-chain,,,,,,,true,Metal,Silver,Length,10 inch,,,ANKLETD-004,200,shopify,deny,manual,19.99,,true,true,,,,false,,,active
men-s-chain-necklace,Men's Chain Necklace,"<p>Bold stainless steel chain necklace for men. Tarnish-free, hypoallergenic.</p>",FlexiLux,,Necklaces,"jewelry, accessories, necklaces, men, chain, stainless-steel, best-sellers",true,Style,Cuban,Length,20 inch,,,MENSCH-001,200,shopify,deny,manual,39.99,,true,true,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&h=800&fit=crop,1,Men's Chain Necklace,false,Men's Chain Necklace,"Bold stainless steel chain necklace for men. Tarnish-free, hypoallergenic.",active
men-s-chain-necklace,,,,,,,true,Style,Cuban,Length,22 inch,,,MENSCH-002,200,shopify,deny,manual,39.99,,true,true,,,,false,,,active
men-s-chain-necklace,,,,,,,true,Style,Cuban,Length,24 inch,,,MENSCH-003,200,shopify,deny,manual,39.99,,true,true,,,,false,,,active
men-s-chain-necklace,,,,,,,true,Style,Figaro,Length,20 inch,,,MENSCH-004,200,shopify,deny,manual,39.99,,true,true,,,,false,,,active
men-s-chain-necklace,,,,,,,true,Style,Figaro,Length,22 inch,,,MENSCH-005,200,shopify,deny,manual,39.99,,true,true,,,,false,,,active
men-s-chain-necklace,,,,,,,true,Style,Figaro,Length,24 inch,,,MENSCH-006,200,shopify,deny,manual,39.99,,true,true,,,,false,,,active
men-s-chain-necklace,,,,,,,true,Style,Rope,Length,20 inch,,,MENSCH-007,200,shopify,deny,manual,39.99,,true,true,,,,false,,,active
men-s-chain-necklace,,,,,,,true,Style,Rope,Length,22 inch,,,MENSCH-008,200,shopify,deny,manual,39.99,,true,true,,,,false,,,active
men-s-chain-necklace,,,,,,,true,Style,Rope,Length,24 inch,,,MENSCH-009,200,shopify,deny,manual,39.99,,true,true,,,,false,,,active
ear-cuff-set-no-piercing,Ear Cuff Set No-Piercing,<p>Set of 5 adjustable ear cuffs. No piercing needed — just slide and wear.</p>,FlexiLux,,Earrings,"jewelry, accessories, earrings, ear-cuff, no-piercing, trendy, sale",true,Metal,Gold,,,,,EARCUFF-001,200,shopify,deny,manual,16.99,20.00,true,true,https://images.unsplash.com/photo-1535632787350-4e68ef0ac584?w=800&h=800&fit=crop,1,Ear Cuff Set No-Piercing,false,Ear Cuff Set No-Piercing,Set of 5 adjustable ear cuffs. No piercing needed — just slide and wear.,active
ear-cuff-set-no-piercing,,,,,,,true,Metal,Silver,,,,,EARCUFF-002,200,shopify,deny,manual,16.99,20.00,true,true,,,,false,,,active
ear-cuff-set-no-piercing,,,,,,,true,Metal,Mixed,,,,,EARCUFF-003,200,shopify,deny,manual,16.99,20.00,true,true,,,,false,,,active
jewelry-box-organizer,Jewelry Box Organizer,"<p>Vegan leather jewelry box with mirror, ring rolls, and compartments. Travel-friendly.</p>",FlexiLux,,Storage,"jewelry, accessories, storage, jewelry-box, organizer, gift, sale",true,Color,Blush Pink,,,,,JEWELRY-001,200,shopify,deny,manual,34.99,42.00,true,true,https://images.unsplash.com/photo-1535632066927-ab7c9ab60908?w=800&h=800&fit=crop,1,Jewelry Box Organizer,false,Jewelry Box Organizer,"Vegan leather jewelry box with mirror, ring rolls, and compartments. Travel-friendly.",active
jewelry-box-organizer,,,,,,,true,Color,Black,,,,,JEWELRY-002,200,shopify,deny,manual,34.99,42.00,true,true,,,,false,,,active
jewelry-box-organizer,,,,,,,true,Color,White,,,,,JEWELRY-003,200,shopify,deny,manual,34.99,42.00,true,true,,,,false,,,active
jewelry-box-organizer,,,,,,,true,Color,Sage,,,,,JEWELRY-004,200,shopify,deny,manual,34.99,42.00,true,true,,,,false,,,active
initial-letter-necklace,Initial Letter Necklace,<p>Personalized initial pendant in your letter choice. Dainty and meaningful.</p>,FlexiLux,,Necklaces,"jewelry, accessories, necklaces, initial, personalized, gift, best-sellers",true,Letter,A,Metal,Gold,,,INITIAL-001,200,shopify,deny,manual,28.99,,true,true,https://images.unsplash.com/photo-1515562141589-67f0d569b5a4?w=800&h=800&fit=crop,1,Initial Letter Necklace,false,Initial Letter Necklace,Personalized initial pendant in your letter choice. Dainty and meaningful.,active
initial-letter-necklace,,,,,,,true,Letter,A,Metal,Silver,,,INITIAL-002,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,A,Metal,Rose Gold,,,INITIAL-003,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,B,Metal,Gold,,,INITIAL-004,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,B,Metal,Silver,,,INITIAL-005,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,B,Metal,Rose Gold,,,INITIAL-006,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,C,Metal,Gold,,,INITIAL-007,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,C,Metal,Silver,,,INITIAL-008,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,C,Metal,Rose Gold,,,INITIAL-009,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,D,Metal,Gold,,,INITIAL-010,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,D,Metal,Silver,,,INITIAL-011,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,D,Metal,Rose Gold,,,INITIAL-012,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,E,Metal,Gold,,,INITIAL-013,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,E,Metal,Silver,,,INITIAL-014,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,E,Metal,Rose Gold,,,INITIAL-015,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,F,Metal,Gold,,,INITIAL-016,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,F,Metal,Silver,,,INITIAL-017,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,F,Metal,Rose Gold,,,INITIAL-018,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,G,Metal,Gold,,,INITIAL-019,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,G,Metal,Silver,,,INITIAL-020,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,G,Metal,Rose Gold,,,INITIAL-021,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,H,Metal,Gold,,,INITIAL-022,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,H,Metal,Silver,,,INITIAL-023,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,H,Metal,Rose Gold,,,INITIAL-024,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,I,Metal,Gold,,,INITIAL-025,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,I,Metal,Silver,,,INITIAL-026,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,I,Metal,Rose Gold,,,INITIAL-027,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,J,Metal,Gold,,,INITIAL-028,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,J,Metal,Silver,,,INITIAL-029,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,J,Metal,Rose Gold,,,INITIAL-030,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,K,Metal,Gold,,,INITIAL-031,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,K,Metal,Silver,,,INITIAL-032,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,K,Metal,Rose Gold,,,INITIAL-033,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,L,Metal,Gold,,,INITIAL-034,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,L,Metal,Silver,,,INITIAL-035,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,L,Metal,Rose Gold,,,INITIAL-036,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,M,Metal,Gold,,,INITIAL-037,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,M,Metal,Silver,,,INITIAL-038,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,M,Metal,Rose Gold,,,INITIAL-039,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,N,Metal,Gold,,,INITIAL-040,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,N,Metal,Silver,,,INITIAL-041,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,N,Metal,Rose Gold,,,INITIAL-042,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,O,Metal,Gold,,,INITIAL-043,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,O,Metal,Silver,,,INITIAL-044,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,O,Metal,Rose Gold,,,INITIAL-045,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,P,Metal,Gold,,,INITIAL-046,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,P,Metal,Silver,,,INITIAL-047,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,P,Metal,Rose Gold,,,INITIAL-048,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,Q,Metal,Gold,,,INITIAL-049,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,Q,Metal,Silver,,,INITIAL-050,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,Q,Metal,Rose Gold,,,INITIAL-051,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,R,Metal,Gold,,,INITIAL-052,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,R,Metal,Silver,,,INITIAL-053,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,R,Metal,Rose Gold,,,INITIAL-054,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,S,Metal,Gold,,,INITIAL-055,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,S,Metal,Silver,,,INITIAL-056,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,S,Metal,Rose Gold,,,INITIAL-057,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,T,Metal,Gold,,,INITIAL-058,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,T,Metal,Silver,,,INITIAL-059,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,T,Metal,Rose Gold,,,INITIAL-060,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
initial-letter-necklace,,,,,,,true,Letter,U,Metal,Gold,,,INITIAL-061,200,shopify,deny,manual,28.99,,true,true,,,,false,,,active
