Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
hooded-baby-towel-set,Hooded Baby Towel Set,<p>Adorable animal-ear hooded towels with matching washcloths. Super absorbent bamboo cotton.</p>,FlexiBaby,,Bath,"baby, kids, bath, towels, hooded, sale",true,Design,Bear,,,,,HOODEDB-001,200,shopify,deny,manual,19.99,24.00,true,true,https://images.unsplash.com/photo-1544367567-0f2fcb009e0b?w=800&h=800&fit=crop,1,Hooded Baby Towel Set,false,Hooded Baby Towel Set,Adorable animal-ear hooded towels with matching washcloths. Super absorbent bamboo cotton.,active
hooded-baby-towel-set,,,,,,,true,Design,Bunny,,,,,HOODEDB-002,200,shopify,deny,manual,19.99,24.00,true,true,,,,false,,,active
hooded-baby-towel-set,,,,,,,true,Design,Elephant,,,,,HOODEDB-003,200,shopify,deny,manual,19.99,24.00,true,true,,,,false,,,active
stacking-rings-toy,Stacking Rings Toy,<p>Colorful stacking rings to develop motor skills and color recognition. BPA-free.</p>,FlexiBaby,,Toys,"baby, kids, toys, educational, stacking, 6-months",true,Type,Classic Rainbow,,,,,STACKING-001,200,shopify,deny,manual,11.99,,true,true,https://images.unsplash.com/photo-1515488042361-ee00e0ddd4e4?w=800&h=800&fit=crop,1,Stacking Rings Toy,false,Stacking Rings Toy,Colorful stacking rings to develop motor skills and color recognition. BPA-free.,active
stacking-rings-toy,,,,,,,true,Type,Pastel,,,,,STACKING-002,200,shopify,deny,manual,11.99,,true,true,,,,false,,,active
baby-carrier-ergonomic,Baby Carrier Ergonomic,<p>Ergonomic 4-position baby carrier with lumbar support. From newborn to toddler.</p>,FlexiBaby,,Gear,"baby, kids, gear, carrier, ergonomic, best-sellers, sale",true,Color,Grey,,,,,BABYCAR-001,200,shopify,deny,manual,69.99,85.00,true,true,https://images.unsplash.com/photo-1519689680058-324335c77eba?w=800&h=800&fit=crop,1,Baby Carrier Ergonomic,false,Baby Carrier Ergonomic,Ergonomic 4-position baby carrier with lumbar support. From newborn to toddler.,active
baby-carrier-ergonomic,,,,,,,true,Color,Navy,,,,,BABYCAR-002,200,shopify,deny,manual,69.99,85.00,true,true,,,,false,,,active
baby-carrier-ergonomic,,,,,,,true,Color,Black,,,,,BABYCAR-003,200,shopify,deny,manual,69.99,85.00,true,true,,,,false,,,active
cotton-sleep-sack,Cotton Sleep Sack,<p>Wearable blanket sleep sack for safe sleeping. TOG-rated for room temperature.</p>,FlexiBaby,,Bedding,"baby, kids, bedding, sleep-sack, cotton, newborn",true,TOG,0.5 (Summer),Size,0-6M,,,COTTONS-001,200,shopify,deny,manual,22.99,,true,true,https://images.unsplash.com/photo-1522771930-78848d9293e8?w=800&h=800&fit=crop,1,Cotton Sleep Sack,false,Cotton Sleep Sack,Wearable blanket sleep sack for safe sleeping. TOG-rated for room temperature.,active
cotton-sleep-sack,,,,,,,true,TOG,0.5 (Summer),Size,6-18M,,,COTTONS-002,200,shopify,deny,manual,22.99,,true,true,,,,false,,,active
cotton-sleep-sack,,,,,,,true,TOG,0.5 (Summer),Size,18-36M,,,COTTONS-003,200,shopify,deny,manual,22.99,,true,true,,,,false,,,active
cotton-sleep-sack,,,,,,,true,TOG,1.0 (All Season),Size,0-6M,,,COTTONS-004,200,shopify,deny,manual,22.99,,true,true,,,,false,,,active
cotton-sleep-sack,,,,,,,true,TOG,1.0 (All Season),Size,6-18M,,,COTTONS-005,200,shopify,deny,manual,22.99,,true,true,,,,false,,,active
cotton-sleep-sack,,,,,,,true,TOG,1.0 (All Season),Size,18-36M,,,COTTONS-006,200,shopify,deny,manual,22.99,,true,true,,,,false,,,active
cotton-sleep-sack,,,,,,,true,TOG,2.5 (Winter),Size,0-6M,,,COTTONS-007,200,shopify,deny,manual,22.99,,true,true,,,,false,,,active
cotton-sleep-sack,,,,,,,true,TOG,2.5 (Winter),Size,6-18M,,,COTTONS-008,200,shopify,deny,manual,22.99,,true,true,,,,false,,,active
cotton-sleep-sack,,,,,,,true,TOG,2.5 (Winter),Size,18-36M,,,COTTONS-009,200,shopify,deny,manual,22.99,,true,true,,,,false,,,active
wooden-baby-gym,Wooden Baby Gym,<p>Scandinavian-style wooden play gym with hanging toys. Stimulates reach and grasp.</p>,FlexiBaby,,Toys,"baby, kids, toys, play-gym, wooden, montessori, new-arrivals",true,Style,Natural,,,,,WOODENB-001,200,shopify,deny,manual,49.99,,true,true,https://images.unsplash.com/photo-1515488042361-ee00e0ddd4e4?w=800&h=800&fit=crop,1,Wooden Baby Gym,false,Wooden Baby Gym,Scandinavian-style wooden play gym with hanging toys. Stimulates reach and grasp.,active
wooden-baby-gym,,,,,,,true,Style,Pastel,,,,,WOODENB-002,200,shopify,deny,manual,49.99,,true,true,,,,false,,,active
baby-food-maker-4-in-1,Baby Food Maker 4-in-1,"<p>Steam, blend, defrost, and reheat baby food. BPA-free with one-touch controls.</p>",FlexiBaby,,Feeding,"baby, kids, feeding, food-maker, weaning, sale",true,Color,White,,,,,BABYFOO-001,200,shopify,deny,manual,59.99,72.00,true,true,https://images.unsplash.com/photo-1586005780370-4f8b37e2503a?w=800&h=800&fit=crop,1,Baby Food Maker 4-in-1,false,Baby Food Maker 4-in-1,"Steam, blend, defrost, and reheat baby food. BPA-free with one-touch controls.",active
baby-food-maker-4-in-1,,,,,,,true,Color,Mint,,,,,BABYFOO-002,200,shopify,deny,manual,59.99,72.00,true,true,,,,false,,,active
silicone-suction-plate-set,Silicone Suction Plate Set,<p>Non-slip silicone divided plate with suction base. Dishwasher and microwave safe.</p>,FlexiBaby,,Feeding,"baby, kids, feeding, plates, silicone, bpa-free, best-sellers",true,Color,Sage,,,,,SILICONE-001,200,shopify,deny,manual,18.99,,true,true,https://images.unsplash.com/photo-1515488042361-ee00e0ddd4e4?w=800&h=800&fit=crop,1,Silicone Suction Plate Set,false,Silicone Suction Plate Set,Non-slip silicone divided plate with suction base. Dishwasher and microwave safe.,active
silicone-suction-plate-set,,,,,,,true,Color,Dusty Pink,,,,,SILICONE-002,200,shopify,deny,manual,18.99,,true,true,,,,false,,,active
silicone-suction-plate-set,,,,,,,true,Color,Sky Blue,,,,,SILICONE-003,200,shopify,deny,manual,18.99,,true,true,,,,false,,,active
silicone-suction-plate-set,,,,,,,true,Color,Grey,,,,,SILICONE-004,200,shopify,deny,manual,18.99,,true,true,,,,false,,,active
diaper-caddy-organizer,Diaper Caddy Organizer,<p>Portable felt diaper caddy with dividers. Keeps all essentials within reach.</p>,FlexiBaby,,Nursery,"baby, kids, nursery, organizer, storage, new-arrivals, sale",true,Color,Grey,,,,,DIAPERC-001,200,shopify,deny,manual,25.99,30.00,true,true,https://images.unsplash.com/photo-1586005780370-4f8b37e2503a?w=800&h=800&fit=crop,1,Diaper Caddy Organizer,false,Diaper Caddy Organizer,Portable felt diaper caddy with dividers. Keeps all essentials within reach.,active
diaper-caddy-organizer,,,,,,,true,Color,White,,,,,DIAPERC-002,200,shopify,deny,manual,25.99,30.00,true,true,,,,false,,,active
diaper-caddy-organizer,,,,,,,true,Color,Beige,,,,,DIAPERC-003,200,shopify,deny,manual,25.99,30.00,true,true,,,,false,,,active
baby-milestone-cards,Baby Milestone Cards,<p>Set of 30 beautifully illustrated milestone cards. Capture every precious first.</p>,FlexiBaby,,Gifts,"baby, kids, gifts, milestone, keepsake, new-arrivals",true,Design,Woodland,,,,,BABYMIL-001,200,shopify,deny,manual,16.99,,true,true,https://images.unsplash.com/photo-1519689680058-324335c77eba?w=800&h=800&fit=crop,1,Baby Milestone Cards,false,Baby Milestone Cards,Set of 30 beautifully illustrated milestone cards. Capture every precious first.,active
baby-milestone-cards,,,,,,,true,Design,Botanical,,,,,BABYMIL-002,200,shopify,deny,manual,16.99,,true,true,,,,false,,,active
baby-milestone-cards,,,,,,,true,Design,Minimal,,,,,BABYMIL-003,200,shopify,deny,manual,16.99,,true,true,,,,false,,,active
plush-night-light,Plush Night Light,<p>Soft plush toy with warm LED night light and auto-off timer. Comforting glow.</p>,FlexiBaby,,Nursery,"baby, kids, nursery, night-light, plush, sleep",true,Animal,Bunny,,,,,PLUSHNI-001,200,shopify,deny,manual,21.99,,true,true,https://images.unsplash.com/photo-1515488042361-ee00e0ddd4e4?w=800&h=800&fit=crop,1,Plush Night Light,false,Plush Night Light,Soft plush toy with warm LED night light and auto-off timer. Comforting glow.,active
plush-night-light,,,,,,,true,Animal,Bear,,,,,PLUSHNI-002,200,shopify,deny,manual,21.99,,true,true,,,,false,,,active
plush-night-light,,,,,,,true,Animal,Owl,,,,,PLUSHNI-003,200,shopify,deny,manual,21.99,,true,true,,,,false,,,active
plush-night-light,,,,,,,true,Animal,Lamb,,,,,PLUSHNI-004,200,shopify,deny,manual,21.99,,true,true,,,,false,,,active
infant-car-seat,Infant Car Seat,<p>Rear-facing infant car seat with side-impact protection. 4-35 lbs capacity.</p>,FlexiBaby,,Gear,"baby, kids, gear, car-seat, safety, sale",true,Color,Black,,,,,INFANTC-001,200,shopify,deny,manual,189.99,220.00,true,true,https://images.unsplash.com/photo-1586005780370-4f8b37e2503a?w=800&h=800&fit=crop,1,Infant Car Seat,false,Infant Car Seat,Rear-facing infant car seat with side-impact protection. 4-35 lbs capacity.,active
infant-car-seat,,,,,,,true,Color,Grey,,,,,INFANTC-002,200,shopify,deny,manual,189.99,220.00,true,true,,,,false,,,active
infant-car-seat,,,,,,,true,Color,Navy,,,,,INFANTC-003,200,shopify,deny,manual,189.99,220.00,true,true,,,,false,,,active
soft-book-crinkle-set,Soft Book Crinkle Set,"<p>Set of 4 cloth books with crinkle pages, squeakers, and bright patterns.</p>",FlexiBaby,,Toys,"baby, kids, toys, books, sensory, 3-months",true,Set,Animals,,,,,SOFTBOO-001,200,shopify,deny,manual,13.99,,true,true,https://images.unsplash.com/photo-1515488042361-ee00e0ddd4e4?w=800&h=800&fit=crop,1,Soft Book Crinkle Set,false,Soft Book Crinkle Set,"Set of 4 cloth books with crinkle pages, squeakers, and bright patterns.",active
soft-book-crinkle-set,,,,,,,true,Set,Shapes & Colors,,,,,SOFTBOO-002,200,shopify,deny,manual,13.99,,true,true,,,,false,,,active
fitted-crib-sheet-set,Fitted Crib Sheet Set,<p>Pack of 2 ultra-soft jersey cotton fitted crib sheets. Snug elastic edges.</p>,FlexiBaby,,Bedding,"baby, kids, bedding, sheets, cotton, nursery, sale",true,Pattern,Stars/Solid,,,,,FITTEDC-001,200,shopify,deny,manual,19.99,24.00,true,true,https://images.unsplash.com/photo-1522771930-78848d9293e8?w=800&h=800&fit=crop,1,Fitted Crib Sheet Set,false,Fitted Crib Sheet Set,Pack of 2 ultra-soft jersey cotton fitted crib sheets. Snug elastic edges.,active
fitted-crib-sheet-set,,,,,,,true,Pattern,Animals/Solid,,,,,FITTEDC-002,200,shopify,deny,manual,19.99,24.00,true,true,,,,false,,,active
fitted-crib-sheet-set,,,,,,,true,Pattern,Stripes/Solid,,,,,FITTEDC-003,200,shopify,deny,manual,19.99,24.00,true,true,,,,false,,,active
baby-nail-trimmer-electric,Baby Nail Trimmer Electric,<p>Whisper-quiet electric nail trimmer with LED light. Safe for sleeping babies.</p>,FlexiBaby,,Care,"baby, kids, care, grooming, nail-trimmer, safety",true,Color,White/Pink,,,,,BABYNAI-001,200,shopify,deny,manual,15.99,,true,true,https://images.unsplash.com/photo-1544367567-0f2fcb009e0b?w=800&h=800&fit=crop,1,Baby Nail Trimmer Electric,false,Baby Nail Trimmer Electric,Whisper-quiet electric nail trimmer with LED light. Safe for sleeping babies.,active
baby-nail-trimmer-electric,,,,,,,true,Color,White/Blue,,,,,BABYNAI-002,200,shopify,deny,manual,15.99,,true,true,,,,false,,,active
